id,texto,palabras_ambiguas,genero
8198,Podría haber salido bien pero salió muy mal. Ya tiene que tener pasta netflix para convencer a actores de la ostia para terminar haciendo esta basura. Un reparto con buenos actores no hacen una buena ,linea | linea,Ciencia Ficcion
8203,"Me decidí a verla porque la sola mención de su elenco prometía cosa buena... pero no, tanta estrella desperdiciada en un film absolutamente decepcionante. Como sátira es insufriblemente estúpida y com",estrella,Ciencia Ficcion
8215,"Los primeros treinta o cuarenta y cinco minutos de ""No mires arriba"" me ha flipado. Esa surrealista y kafkiana odisea de Jennifer Lawrence y Leonardo DiCaprio, rebotando de un organismo a otro cual pe",oro,Ciencia Ficcion
8218,"Desde primera instancia, apela a ser una mezcolanza entre filmaciones como Armageddon, Black Mirror e Idiocracy, los tres elementos unidos en una juguera desde una perspectiva americanista. Y a esta m",clave,Ciencia Ficcion
8230,"Una sátira tan divertida a la estupidez humana es lo que nos muestra esta sensacional película de Adam McKay, tratar con sentido del humor un tema tan serio y preocupante como la extinción de la vida ",curso,Ciencia Ficcion
8233,"No Mires Arriba (2021).“Los capullos siempre serán capullos.”Adam McKay, responsable de la exitosa serie “Succession"" y de la estupenda ""El Vicio del Poder”, estrena vía Netflix su nueva comedia negra",linea | oro | clave,Ciencia Ficcion
8263,"‘A 1000 km de la Navidad’ es la enésima producción navideña de Netflix, aunque en esta ocasión sea una comedia de nacionalidad española. Poco se ha dicho de la película, acercándome a ella sin saber d",clave,Comedia
8268,"Mar de la tranquilidad se planta rápido como un thriller espacial que amenaza paulatinamente con la llegada de una amenaza, con mayúsculas. El tratamiento pausado de la trama sirve para calentar de a ",planta,Ciencia Ficcion
8269,"Reconozco que yo también pertenezco a esa mayoría de espectadores sorprendidos, gratamente, por el aluvión de series y películas interesantes que nos están llegando en los últimos tiempos desde Corea ",clave,Ciencia Ficcion
8283,"Estamos ante una lección de buen hacer en guión, diseño de producción y desarrollo dramático en una serie de ciencia ficción instalada en el más puro género. Habrá a quienes no les guste este tipo de ",clave,Ciencia Ficcion
8284,"Sus paseos por una nave llena de misterios podría recordar a Aliens, por nombrar alguna similitud con lo que parece que vas a encontrar. Pero el misterio es mucho mas profundo. Algún actor de la famos",clave,Ciencia Ficcion
8307,"*Sólo un “bambino”La familia en Italia es toda una “institución” sagrada. Una demostración en pequeño del cosmos, donde caos y orden suceden en muy poco espacio de tiempo, consecutivamente.Así suceden",copa | clave,Comedia
8309,"En la primera escena Dios sobrevuela Nápoles y San Genaro viaja en Rolls Royce. Realismo mágico lleno de extrañeza, sarcasmo y pellizcos de trasgresión. Sin duda una de las películas más evocadoras de",linea,Comedia
8310,"En los primeros pasajes de Fue la mano de Dios (E estata la mano Di Dio, 2021), de Paolo Sorrentino, Federico Fellini realiza pruebas de casting en Napoles. Los rostros que aparecen son un eco de los ",curso | curso,Comedia
8312,"El 22 de junio de 1986, en apenas cuatro minutos, Diego Armando Maradona, que jugaba con Argentina los cuartos de final de la Copa del Mundo frente a Inglaterra, marcó dos goles y a toda una generació",copa,Comedia
8320,"En cierta entrevista Sorrentino afirma sin vacilar que para los napolitanos la llegada de Maradona no fue la llegada de una estrella, fue el advenimiento de un Dios. No creo que exagere un pelo, baste",estrella,Comedia
8328,"13/13(13/01/22) Atractiva propuesta (rodada para Netflix) aunque irregular del mejor director italiano vivo, Paolo Sorrentino (aquí también produce y guioniza), un drama semi-auto biográfico donde el ",banco | capital,Comedia
8331,"Para aquellos que tienen un espíritu religioso, la mano creadora del universo ha sido la mano de Dios.Para los que aman el futbol, la mano de Dios es el gol mas importante de todos los tiempos, realiz",curso,Comedia
8333,"È stata la mano di Dio, o The hand of God, está dirigida por el gran Paolo Sorrentino, quien se lleva la nominación a Película de habla no inglesa en Globos de Oro y seguramente también a los Oscars. ",oro,Comedia
8347,"""Olvida el dolor y piensa solo en divertirte"".  La divina comedia. La gran belleza. Eso es la vida, y hemos venido a usarla para disfrutar, no para sufrir. Incluso en el aparente sufrimiento hay glori",oro,Comedia
8348,"Hay grandes desconexiones entre los personajes y el estado de las cosas, tratando de imitar el estilo de ROMA de un drama familiar, un momento histórico que marca a una ciudad, junto a la nostalgia ha",oro,Comedia
8359,"Esta es la primera película que veo del director y justamente la más íntima, donde he sentido desde el comienzo hasta el final como la línea entre lo real y surrealista se entrecruzaban, y la felicida",linea,Comedia
8371,"Conjugar al Fellini de «Amarcord» (ídem, 1973) y al Rohmer de «Cuento de verano» («Conte d´été», 1996) sin acallar la propia voz —una de las más genuinas, de hecho, del audiovisual de la última década",banco | cabo,Comedia
8372,"Hace tiempo que no veía una película tan buena, realmente inolvidable.Las películas basadas en los recuerdos de la infancia siempre suelen ser muy emotivas porque nos recuerda a nuestra infancia, algo",campo,Comedia
8376,"El encargo de Netflix al oscarizado Sorrentino debió consistir en pedirle una película felliniana trufada de sus cargantes obsesiones, de su galería de personajes, ya se sabe, las gordas, la loca, la ",campo,Comedia
8378,"El guionista y cineasta Paolo Sorrentino ha realizado este largometraje después del notable “Silvio (y los otros”) y la serie “The new Pope”. Cuenta la historia de un chico, Fabietto Schisa, en el tur",oro,Comedia
8380,Cuenta Manuel Jabois en su columna de hoy,columna,Comedia
8383,"La nueva película de Paolo Sorrentino, conocido por la oscarizada ""La gran belleza (2013)"", es una historia de tono autobiográfico en donde el cineasta napolitano ha escrito un guion sobre la vida dia",campo,Comedia
8384,"Después de Alfonso Cuarón y Pedro Almodóvar, y antes de Steven Spielberg, le toca ahora a Paolo Sorrentino responder con una película de autor al impulso autobiográfico que parece surgir, inevitable, ",clave | clave,Comedia
8390,"A partir de la serie Unforgiven de Sally Wainwright, Peter Craig, Hillary Seitz y Courtenay Miles llevan a cabo una lúcida adaptación de un argumento dramático, alrededor de la reinserción de personas",cabo | cabo,Drama
8397,"Siendo escueto, un 5 porque el producto a pesar de ser a mi parecer algo flojo… Se puede considerar pasable porque Bullock hace un buen trabajo y porque se notan medios suficientes para dar calidad vi",cabo,Drama
8405,"Una ex-convicta finalmente ha cumplido su sentencia. Luego de veinte años debe reinsertarse en la sociedad. No es fácil, carga con un asesinato como mochila. Un asesor debe asistirla para conseguirle ",linea,Drama
8411,"*Volver al exteriorImperdonable (The unforgivable) es una película gris es el sentido más extenso, y no necesariamente malo, de la palabra. Es una obra que se nutre de ese color, que necesita pintarse",cabo,Drama
8412,"Un original de Netflix es un original de Netflix. Son como películas de taller, como cuando Hallmark presentaba sus propias películas con títulos re atractivos ej nunca me olvido de uno que no tiene n",red,Drama
8431,"Esta serie es sencillamente no creíble en múltiples ocasiones. Situaciones forzadas con reacciones más forzadas todavía que no se cree nadie, y menos en momentos extremos; con demasiadas casualidades ",gato,Accion
8434,"Justo acabo de terminar de visualizar, hace escasos minutos, el último capítulo de la serie por plataforma de pago  y tras cerrar la aplicación, sin siquiera parar para ir al baño, lo primero que he h",cabo,Accion
8439,"Por dónde empezar, un personaje peor que otro:-Por un lado tenemos al bobo profesional (profesor), el tipo bien podría trabajar en la próxima de superman porque todo lo termina logrando, y tiene todo ",banco,Accion
8446,1. Cada vez que uno o dos personajes se apunten con sus armas en una situación a lo “Reservoir Dogs” (1 chupito)2. Si es todo el grupo el que se apunta mutuamente a lo “Reservoir Dogs” (2 chupitos)3. ,clave,Accion
8452,"Tras muchas invitaciones por parte de amigos y conocidos, y tras superar las reticencias que siempre me provoca invertir mi tiempo en ver series locales (entiéndase: las decepciones han sido muchas), ",cabo,Accion
8453,La serie parte de una buena premisa y una historia y argumento a priori interesantes (aunque de un tema ya muy trillado) pero rápido se disuelve esa sensación como un azucarillo.La línea narrativa y u,linea,Accion
8460,"Tras una primera y segunda parte bastante decentes e intrigantes Netflix nos presenta probablemente una de las peores series que se pueden ver a día de hoy. Se cumple con creces aquel sabio dicho ""seg",sierra,Accion
8462,"Amiga: Ey, tío, estoy viendo una serie española en Netflix.Yo: ¿Cuál?Amiga: ¿Te suena La Casa de Papel?Yo: Sí, me han hablado muy bien de ella, pero no me llama sinceramente.Amiga: Pues, joder, es que",estrella,Accion
8476,"Supongo que para ser una serie española le tendríamos que dar un pase, por el esfuerzo de producción/escenarios/música a lo Taku Iwasaki (gran compositor de música japonés), pero nada más.Todo el mund",gato,Accion
8482,"Las dos primeras temporadas de esta serie merecen la pena sin duda, es una serie que te atrapa, los personajes están bastante bien construidos, y en general la serie tiene un ritmo galopante y una ide",sierra,Accion
8494,"Tan buena opinión tenía todo mi entorno de esta serie patria que comencé a verla, pensando que sería la buena serie que todo el mundo decía. Me encontré con algunas virtudes y originalidad, pero tambi",banco,Accion
8504,"La casa de papel se ha convertido en un fenómeno sin precedentes en España. Se han hecho documentales acerca de la serie, sobre sus personajes, etc. Un fenómeno fan como no hemos visto nunca.Honestame",banco | oro | banco | banco | oro,Accion
8506,En verdad que las opiniones de Álvaro Cueva de Milenio y Lucero Solórzano de Excélsior (que sorprendentemente no son los únicos)... son superfluas y tan vacuas que prácticamente parecen hechas por un ,banco | radio,Accion
8516,"Es interesante el argumento principal: fabricar dinero en la institución encargada de su emisión oficial, pero con rehenes y la policía acechando afuera. Algo fantástico.  Lo que atrae de ver la serie",linea,Accion
8519,"Esta serie ha sido de las más decepcionantes que he visto. Ya en los primeros capítulos te encuentras con agujeros de guion insalvables. Bueno, pues si consigues salvarlos, lo que te encuentras son má",cabo,Accion
8526,"La Casa de Papel intenta jugar en la misma liga que las grandes series contemporáneas: aspira a ser narrativamente tan compleja, sintética y uniforme como una película, a unas interpretaciones de prim",linea,Accion
8534,"El personaje de Tokio es para mi el peor, insoportable, junto con su patético novio. Del lado de los rehenes, tenemos a la profesora, el jefe y la rubia embarazada... patético.Pero sin duda no soporto",banco,Accion
8536,"La casa de papel se ha filtrado entre la audiencia mexicana por la recomendación de boca en boca, y es que al tratarse del creador de la magnífica ""Vis a Vis"" la apuesta es casi ciega por un argumento",cabo,Accion
8539,"Debo reconocer que al principio miraba con recelo La casa de papel ya que no me había llamado tanto la atención cuando vi sus avances y promociones, pero debo admitir que fue demasiada la insistencia ",cabo,Accion
8550,"Ya he hablado en otras críticas sobre las ""atresmediadas"": series de impecable factura, conocido reparto, excesiva promoción, que aparentan más de lo que dan y que evidentemente son del grupo Atresmed",estrella,Accion
8552,"Hace tiempo que no tengo por costumbre ver series españolas, sobre todo porque verlas en Antena 3 o Telecinco es un verdadero suplicio para cualquiera. En particular ""La casa de papel"" comencé a visio",linea,Accion
8560,"Soy la única persona de mi entorno  que no le gusta La Casa de Papel, así que, para ver que encontraba la gente en esta serie, me propuse ver las 3 temporadas, no puede haber tanta gente equivocada, p",banco,Accion
8563,"La serie se desinfla por momentos. El comienzo de la serie es espectacular, pocos peros se le pueden poner. Con el paso de los capítulos la trama principal se empieza a desviar en historias de amor (a",estrella,Accion
8564,"-Temporada 1 y 2:1-La arista de la serie relacionada con el atraco y sus tramas son espectaculares logrando captar la atención del espectador, que espera ansioso ver cómo se van resolviendo los difere",sierra | banco | banco,Accion
8571,"Escribí mi primera crítica de La casa de papel después de ver la primera y segunda tenporada, la puntué con un 9 y mi crítica era todo entusiasmo y gloria, incluso llegué a decir que fue la mejor seri",oro,Accion
8581,"168/06(10/09/18) Prometedora serie española creada por Álex Pina y producida por Atresmedia para su emisión en Antena 3, 15 episodios que en su arranque deja unas sensaciones notables, pero a medida q",plata | curso,Accion
8588,"Antes de escribir esta crítica, he decidido ver todos los capítulos de la serie, algo que me ha llevado bastante tiempo. Pienso que hay que valorar el conjunto y no quedarse solo con una parte del mis",banco,Accion
8590,"Los españoles decidieron hacer una serie con acción, suspenso y trama policial. Para ello armaron un collage de “homenajes” que para algunos es un desmérito, no para mi.No hagamos cargo a “los español",banco,Accion
8596,Una pena no poder valorar en Filmaffinity las dos temporadas por separado porque la 1a temporada (dos primeras partes) donde se lleva acabo el atraco a la Fábrica Nacional de Moneda y Timbre fue muy d,banco | banco,Accion
8601,"Lo buenoEs obscenamente divertida, eso no se lo quita nadie, tal vez el penúltimo y antepenúltimo capítulo se salga de eso, pero en general la serie entretiene livianamente.Está bien dirigida, es cier",linea,Accion
8606,Me he visto las cuatro temporadas de la serie ‘La casa de papel’ y ahora me dispongo a hacer una crítica al respecto empezando diciendo cuales han sido los mejores personajes de cada una de las tempor,sierra | sierra | banco,Accion
8607,"Se ha escrito ya casi todo sobre esta serie española de 2017 que cuenta ya con varias temporadas (y las que quedan) ideada por Alex Pina, Jesús Colmenar y Miguel Ángel Vivas.No es una serie perfecta n",clave | clave,Accion
8612,"El Profesor es un ser inteligente, misterioso y escrupuloso a la hora de llevar a cabo el plan más ambicioso de toda su vida: entrar en la Fábrica de Moneda y Timbre de España, y llevarse todo el dine",cabo | banco,Accion
8626,"Recononozco que la serie es un antes y un después en la factura a la americana de series en este país, la parte de sonido, fotografía  son de primer nivel, tiene buenas interpretaciones sobre todo del",banco,Accion
8627,"La serie comienza bien, pero las 3 últimas temporadas fueron regulares.Es una historia sumamente predecible y repetitiva.Además la serie consigue algo sorprendente y es que, todos los personajes resul",sierra,Accion
8635,"Critica a la 1º temporadaBajo una de las mejores ideas, en lo referente a series se refiere que se haya podido ver en este país, y con unas interpretaciones en un tono medio muy  buenas, nos encontráb",oro,Accion
8638,"Me parece muy buen comienzo... pero se desmorona, pues su directores o guionistas ponen lo mas increíble, inverosímil  en argumentos, no es posible ya creer que pueda ser de una realidad como un robo ",cabo,Accion
8643,"La Casa de Papel es el ejemplo de hasta donde puede llegar la ficción española actualmente. Y no me refiero a lo lejos, sino al punto donde ya se acabó lo que se daba. Y ese punto está condicionado po",estrella,Accion
8644,"Quedé boquiabierto con el despliegue de esta nueva saga. Su creador logró hacer queribles a todos los personajes de las dos primeras partes, y verlos de nuevo en acción me provocó una empatía inmediat",oro,Accion
8648,"No soy un experto en cine ni mucho menos pero sin duda, si algo sabemos todos los españoles es la nefasta calidad de la mayoría de nuestras series, al menos hasta ""la casa de papel"".Un banco, un atrac",banco,Accion
8653,"Y es que este bello tema ya es todo un himno de resistencia, premonitorio incluso porque después de cinco temporadas la serie ya se ha convertido en leyenda.Tiene un plantel de personajes espectacular",oro,Accion
8654,"Después de leer varias de las críticas de la página sobre esta serie, me he dado cuenta de lo inconformistas que llegamos a ser los españoles.Cuando no se hacían películas buenas en España nos liábamo",banco,Accion
8655,"Una serie que tiene un planteamiento inicial muy atrayente, larga duración de capitulos y excelente producción.Pero abstraete de ella si crees que esa hora y media es de puro thriller scorsesiense, de",clave,Accion
8656,"Es simplemente una obra maestra. Si lo comparamos con el arte culinario podríamos decir que se trata de un magnífico tartar de salmón, muy cuidado en su aspecto, elaborado con mimo y con un sabor exqu",cabo,Accion
8658,"Hasta en 3 ocasiones renegué de esta serie después de ver el primer episodio, el desastroso casting parece sacado de la cola de un “Berska”, así en el elenco tenemos, un macarra ( literal, de hecho le",clave,Accion
8664,Hace unas semanas me aconsejaron esta serie como algo muy bueno y que me engancharía desde el primer capítulo. No soy muy fan de las series españolas y acepte el reto.Como no me gusta dejar cosas empe,oro,Accion
8668,"La califico como obra maestra por el simple hecho de tener la sensación de haber visto uno de los mejores films de toda mi vida, esa es mi opinión y la de mucha gente que comenta por internet; o bien ",linea,Accion
8671,"Yo creo que si no fuera marca España, la serie no sería tan duramente criticada. ¿Que es inverosímil? Coño, la premisa es que van a atracar la Casa de la Moneda y Timbre, digo yo que para que tenga ch",cabo | sierra | cabo,Accion
8676,"Están de moda los atracos, de guante blanco o con máscara puesta. Recientemente estrenadas La fortuna y Way down, parece que el asunto de la delincuencia a gran escala seduce al espectador. Ni qué dec",banco | oro,Accion
8681,"Los tiempos cambian, y afortunadamente estos cambios también llegan a las producciones españolas. Las ambiciones habituales de estas propuestas patrias, en el caso de las series, mayormente de capítul",capital,Accion
8695,"Que todo el mundo se enamore no la hace más interesante sino más cansina y se abusa muchísimo del rollo épico.Dicho eso, que lo pongo en primer lugar porque no entiendo como los guionistas han perdido",gato | raton,Accion
8696,"Debo confesar que empecé a mirar su primera emisión (temporadas 1 y 2 en Netflix), con muchos reparos y prejuicios, pues en general considero como muy marginales y faltos de calidad los productos audi",banco | oro,Accion
8698,"Bueno acabo de terminar de ver la serie de “La Casa De Papel”, he tardado una semana en ver las 5 partes, soy un cinéfilo y he visto el cine de robos y atraco, he visto todas las películas del género ",sierra,Accion
8721,"Dirigida por Alex Piña el cual domina el genero, y bajo un sello reconocible propioEl Profesor"", planea el mayor de los atracos jamás ideado. Para llevar a cabo el ambicioso plan, recluta a una banda ",cabo,Accion
8722,"Es obvio que la trama puede complicarse hasta ser de todo menos creíble. Pero esto no es cine realista, aunque juegue con cierto ""pseudorrealismo"" a la hora de desarrollar los entresijos de un plan re",linea | clave,Accion
8735,"La entrada de España a Netflix con Las Chicas del Cable fue un fiasco. A pesar de sus buenas intenciones feministas, la serie no consiguió escapar a su naturaleza de telenovela fácil. Pero ha llegado ",cabo,Accion
8741,"Pues ya es todo un logro, porque hay muchas series de habla no inglesa que han sido todo un triunfo, como ""Dark"".Netflix hizo bien en comprar la serie en Antena 3, que para ser una serie de una TV esp",banco,Accion
8745,"Acción, una producción de película y personajes e historias de amor extremos. La casa de papel se lanzó de una forma inteligente porque cuenta con protagonistas muy diversos. Todo el mundo puede ident",cabo | cabo,Accion
8746,"A mí esta serie me ha parecido genial, lo mejor que se ha hecho en mucho tiempo para distracción y regocijo de sus seguidores, que hemos sido muchísimos. Y me da exactamente igual si el guión no se so",sierra,Accion
8747,"Resulta evidente que ""La casa de papel"" ha sacado matrícula de honor en saber contar una historia apasionante y mantener intrigados y pegados a la pantalla al público. Creo que esta serie ha sufrido e",cabo | oro | sierra,Accion
8754,"Se trata de una serie que reune todos los ingredientes para que se junten los adolescentes y los progresistas de manual, una unión altamente explosiva. La serie insufla casi la totalidad del programa ",cabo,Accion
8756,"La casa de papel se estreno el 2 de mayo de 2007 en España y tiene varios generos: Cine policíaco, Cine de atracos y Suspenso.Critico la serie porque es una serie que merece una opinión favorable y cr",banco,Accion
8760,"• La casa de papel: crítica sin spoilers de la serie• Autor de la crítica: Jean Pablo Sciacca Campo• Género: acción, humor negro, intriga• Temporada a reseñar: 5 (volumen II)• Número de capítulos: 5• ",campo | sierra,Accion
8775,"Aburridísimo film de autor que gustará y tendrá su público, pero solo para ellos pues no merece la pena perder 2 horas de tu tiempo. Sinceramente no creo que sea tan maravillosamente extraordinaria co",fuente,Drama
8791,"Confieso, no sin un dejo de reproche hacia mí mismo, que una vez más me senté a ver ésta película en Netflix con buen entusiasmo dejándome llevar por las críticas especializadas, el 6,6 otorgado por l",oro | linea,Drama
8795,"Pues me esperaba más de este western con aspiraciones de thriller psicológico que no termina de encajar al no conseguir ni una cosa ni la otra. Un guión demasiado lento, parado en nimiedades, y cuya  ",linea,Drama
8797,"Esta película es otro ejemplo claro del profundo divorcio que existe entre la crítica especializada y el gran público. En la primera, ""El poder del perro"" ha sido colmada de aplausos y premios: doce n",oro | plata | cabo,Drama
8798,"Hey chavales, quienes os identifiquéis como millennials, centennials y otros ennials ¿No sois capaces de digerir las películas de vaqueros? Os gusta sus trajes, sus paisajes ¿Pero no soportáis las cos",campo,Drama
8807,Película que narra la vida en el Oeste de principios de siglo con situaciones muy cotidianas y totalmente rutinarias de la vida del campo en aquella época. La hace algo diferente el punto sutil de la ,campo,Drama
8809,"“El poder del perro” es una película inusual. A pesar de lo que se pueda creer en principio, no es un film abiertamente comercial. Como “western” se aleja de lo esperado en el género, y es demasiado i",curso,Drama
8814,"Jane Campion llevaba más de doce años sin dirigir y se nota. El guion de “El poder del perro” ha sido adaptado por la propia Campion de una novela de Thomas Savage, sobre un rancho familiar de ternero",linea | clave,Drama
8838,¿Hemos visionado un western crepuscular donde la civilización se abre paso sobre el mundo vaquero? ¿O se trata de un thriller moderno que nos da pistas de cómo burlar la ley? ¿O simplemente un melodra,planta,Drama
8853,"Doce años llevaba Jane Campion sin filmar un largometraje, y visto el resultado no se puede decir precisamente que haya perdido el pulso necesario para llevar estos adelante de la manera más óptima po",estrella,Drama
8857,"Muy a mi pesar, Netflix lo ha conseguido. De entre sus ingentes producciones en masa ha podido llegar a ver la luz una obra digna de reconocimiento. De hecho, para mí, va a ser la gran triunfadora de ",linea,Drama
8858,"Resulta tremendamente original comprobar como se utiliza un lenguaje cinematográfico tan clásico como el western, para indagar en temas tan actuales como la identidad sexual, la represión o las aparie",cabo,Drama
8864,"408/01(01/12/21) Sugerente y extraña producción australiana, un drama adusto que con el telón de fondo de un western crepuscular (rodado en Nueva Zelanda) en realidad desarrolla un entramado de relaci",plata | campo,Drama
8875,IJane Campion vuelve. Simplemente con este avance los espectadores deberían de lanzarse hambrientos para devorar la nueva lección cinematográfica de la directora australiana. Campion ha dejado de ser ,cabo,Drama
8886,"Que no es ""El poder del perro""; no es un western, ni siquiera crepuscular. No es un tratado sobre la homosexualidad reprimida y no es una reflexión sobre la masculinidad. Situada en la Montana de entr",campo,Drama
8890,"The power of the dog está dirigida por Jane Campion, quien nos traslada a la Montana de los años 20. Los hermanos Phil (Benedict Cumberbatch) y George Burbank (Jesse Plemons) dirigen un rancho y hacen",oro,Drama
8892,"Si estas acostumbrado a los westerns de Clint Eastwood o de John Wayne, ésta no es tu película. La historia no tiene nada que ver con forajidos ni asaltos a diligencias, aunque el personaje de Benedic",campo,Drama
8894,"Jane Campion realiza una aceptable adaptación de la novela de Thomas Savage, pero decir que esta obra cinematográfica es equiparable a la cumbre de Campion (""El piano"" (1993)) es pasarse... tres puebl",planta,Drama
8900,"Empecemos poniendo las cartas boca arriba: esta no es una película para grandes públicos, es un drama psicológico con envoltorio de western, es una historia compleja que te niega la posibilidad de abs",red,Drama
8911,"Quedé tan impresionada tras ver El Poder del Perro que he necesitado varios días para ordenar mis ideas y sensaciones. Pero, hoy, ya puedo decir que me ha encantado.El primer punto positivo es Jane Ca",plata | oro,Drama
8918,"En este “pseudowestern” accedemos a las vivencias intrafamiliares entre dos hermanos vaqueros, cuya personalidad resulta antitética desde las primeras escenas de la película, y a quienes se unen poste",cabo,Drama
8919,"El Poder del Perro es un peliculón.Y creo que pocas veces empezaré una crítica con esta afirmación que me cuesta bastante escribir (sabiendo todas las películas y series que se estrenan, con grandes a",oro,Drama
8926,"Acaban de darle el globo de oro.Lo primero que viene a la mente es lenta, si lenta pero no pesada, tiene sus momentos, sus pausas, todo medido.Los interpretes lo hacen de diez, genial. Para mi el mejo",oro,Drama
8928,"Esta es una película de personajes en la que las emociones son parte esencial de las tramas. La directora parece moverse como pez en el agua, adentrándose en las profundidades de las miserias humanas.",oro,Drama
8939,"El género del Western, es la fachada perfecta para la directora neozelandesa Jane Campion en su cinta “El Poder del Perro”, para retratar un tema tan potente como actual, que es el machismo y sus víct",oro,Drama
8940,"Antes que nada, sepan que no soy un fanático del género western, de hecho, siempre me pareció el peor de todos. Nunca le vi la gracia de ver hombres a caballo, vistiendo botas, sombreros y armas, en e",oro,Drama
8944,"Más allá de las brillantes actuaciones -la película es de un Cumberbatch magnífico, en uno de sus mejores papeles-, de una BSO firmada por un Greenwood que comprende el aura misteriosa, cuasi diabólic",campo | cabo,Drama
8957,"El nuevo trabajo de la veterana cineasta neozelandesa Jane Campion (la responsable de ""El piano (1993)""), que adapta la novela de Thomas Savage, es una película que viene avalada por sus premios en Ve",clave,Drama
8958,Tras codirigir la serie “Top of the Lake” la guionista y directora Jane Campion ha regresado al cine más de diez años después desde “Bright star”. Los acaudalados hermanos Phil y George Burbank son la,cabo | plata,Drama
8961,"La directora neozelandesa Jane Campion vuelve a hacer gala de sus habilidades y sensibilidades para entregarnos una película que en mi humilde opinión, es una obra maestra. Ya en su día se alzó con ""L",oro,Drama
8962,"""El poder del perro"" es de ese tipo de cintas que me alegro enormemente de ir a ver sin saber nada de nada de ellas, sin haber escuchado ni leído ninguna crítica y mucho menos haber visto un trailer, ",oro,Drama
8983,"Varios factores hacen que el planeta Tierra ya no ofrezca un futuro muy halagüeño para el ser humano -es la sinopsis de la serie, no es que esté describiendo obviedades actuales, que podría confundirs",cabo,Aventura
8985,"Esta es una serie de Netflix del género de ciencia ficción basada en una serie de los 60's, aunque bien podría estar dentro de cine familiar por los continuos diálogos centrados en las relaciones fami",linea,Aventura
9005,"Para quien nunca haya oído hablar de él, Irwin Allen fue un productor de cine que financió películas de catástrofes como “El Coloso en Llamas” o “La Aventura del Poseidón”, aunque es más conocido por ",clave,Aventura
9014,"Los responsables de Netflix deberían plantearse seriamente dar prioridad en su catálogo a las producciones de animación. En serio. Son de lo mejor que tienen. Si ya Netflix nos aterrorizó con ""Castlev",curso,Aventura
9019,"Estoy harto ya de sólo cruzarme películas animadas de Usa o Japón, me gusta ver de distintos países y no lograba cruzarme con algo distinto en las plataformas de streaming. Mirando el catálogo de la N",clave,Aventura
9031,"No recuerdo haber visto muchas series protagonizadas por supervillanos, si por villanos que hacen de héroes, pero no villanos que actúan como tales por lo que la premisa me pareció interesante. Tuve u",clave,Accion
9048,"Soy cinéfilo y escritor de novelas, las cuales muestran una cierta influencia cinematográfica. Filmaffinitty es un punto de referencia para todo aficionado al cine, que desea saber si una película mer",fuente,Drama
9056,"En Bruised tenemos a una protagonista que es mujer, negra, con tendencias homosexuales,  pobre, vagabunda , alcóholica con un novio abusivo en una relación tóxica, una madre drogadicta y un pasado que",estrella,Drama
9057,"El cine de boxeo (aunque esto sea MMA realmente) siempre ha dado pie a interesantes dramas humanos en los que, en muchas ocasiones, al final los combates terminan siendo lo de menos. “Herida” va total",linea,Drama
9064,"La verdad viendo el trailer no esperaba la gran cosa de la película de Netflix ""El Chico Que Salvó La Navidad"" pero veo que me equivoqué.No entiendo las malas críticas. A mí me encantó.Es una película",raton,Aventura
9066,"Clint Eastwood dijo que ""las opiniones son como los culos. Todos tenemos uno"".Yo me permito añadir que algunos opinan con su opinión, y lo que sale de ella.Llevo tiempo leyendo críticas de usuarios en",banco,Drama
9069,"Quizás puedo sonar repetitivo, pero me encanta cuando veo una serie por la cual no daba mucho y me termina sorprendiendo. Es el caso de esta buena serie que tiene de protagonistas a Kevin Hart y Wesle",clave,Drama
9070,"¿Cómo resistirse a una miniserie protagonizada por Kevin Hart y Wesley Snipes? Para un servidor, imposible, a pesar de ser una producción de Netflix (todos conocemos la fama que se han ganado ellos mi",clave,Drama
9075,Otros títulos ideales para esta crítica:He-Man el hombre más estúpido del Universo.Berrinches de feminista frustrada.¡Por el poder de la Vagina! Ejem. Pensé que ya estaba SHE-RA para eso.Otra gran opo,corona,Accion
9083,"Una vergüenza. Un panfleto LGTBI al estilo Netflix. Con una Teela exagerada y ""empoderada"", que es la protagonista de la serie (con su pelo de lesbiana) junto a Evil-Lyn.He-man y Skeletor son secundar",linea,Accion
9093,"Masters del Universo fue una mítica línea de juguetes que derivó en una no menos legendaria serie de animación, sin olvidar la extraña adaptación cinematográfica, considerada hoy un clásico de culto. ",linea,Accion
9110,Festival de cosplay digno de una convención patrocinada por AliExpress que pone en práctica la curiosa maniobra de marketing de atacar a su fandom más selecto como sistema de defensa preventiva ante l,campo,Accion
9132,*Propuesta estéticaEl primer punto sobre el que se temía era el apartado artístico. Un universo tan amplio y detallado por medio de la animación suponía un verdadero reto para el equipo. Había muchas ,clave,Accion
9133,"La verdad es que la crítica actual, se supone que especializada, me despista bastante. Y no me refiero solamente a los de nuestro país. No sé si son aficionados a ir a museos, a la lectura, ir a expos",linea | linea | oro,Drama
9141,"Detrás de “Tick, tick… boom!” se encuentran dos colosos del cine y del teatro, con un Lin-Manuel Miranda (“Hamilton”, “In the Heights”) tras las cámaras, en su primera película como director, y Garfie",oro,Drama
9142,"Pues a pesar de ser una película que tiene buenos momentos, una factura más que correcta y, con sus idas y venidas dentro del guión, la sensación global y general que me deja ‘Tick Tick Boom’ es la de",red,Drama
